봉화군,계,계,3446,2551,1956,1937,1625
봉화군,계,1인가구,792,602,545,724,758
울진군,계,계,4154,2988,2430,2208,2057
울진군,계,1인가구,1023,842,768,862,967
울릉군,계,계,855,599,444,307,228
울릉군,계,1인가구,209,153,116,95,78
경상남도,계,계,241419,160159,112593,84193,61452
경상남도,계,1인가구,53551,39080,31709,29576,24972
읍부,계,계,33715,22414,15969,11912,8717
읍부,계,1인가구,7116,5349,4464,4162,3330
면부,계,계,68502,49462,37334,32768,27768
면부,계,1인가구,15525,12279,10941,12518,12504
동부,계,계,139202,88283,59290,39513,24967
동부,계,1인가구,30910,21452,16304,12896,9138
진주시,계,계,23767,16250,11998,8849,6296
진주시,계,1인가구,5052,3771,3319,3026,2491
통영시,계,계,10400,7163,5174,3537,2233
통영시,계,1인가구,2475,1826,1489,1290,892
사천시,계,계,8442,6181,4893,3759,2866
사천시,계,1인가구,2069,1541,1429,1347,1179
김해시,계,계,30638,18416,12151,8534,5402
김해시,계,1인가구,6532,4380,3234,2734,1849
밀양시,계,계,11004,7944,5513,4475,3366
밀양시,계,1인가구,2528,2103,1759,1777,1534
거제시,계,계,14629,8408,5241,3523,2497
거제시,계,1인가구,2944,1894,1336,1063,884
양산시,계,계,23220,15106,10058,7129,4378
양산시,계,1인가구,5184,3706,2694,2333,1545
창원시,계,계,73223,46349,30269,19653,12724
창원시,계,1인가구,15750,10891,8049,6207,4477
의창구,계,계,15298,9146,5545,3581,2294
의창구,계,1인가구,3285,2024,1393,1066,737
성산구,계,계,14739,7462,4098,2428,1730
성산구,계,1인가구,2445,1446,940,688,533
마산합포구,계,계,15645,11034,7824,5321,3413
마산합포구,계,1인가구,3767,2818,2236,1774,1324
마산회원구,계,계,15057,10496,7109,4493,2597
마산회원구,계,1인가구,3492,2649,1951,1478,914
진해구,계,계,12484,8211,5693,3830,2690
진해구,계,1인가구,2761,1954,1529,1201,969
의령군,계,계,2835,2092,1606,1637,1506
의령군,계,1인가구,759,621,555,720,807
함안군,계,계,5690,3979,2824,2414,1948
함안군,계,1인가구,1362,1043,866,960,860
창녕군,계,계,6327,4515,3367,2991,2375
창녕군,계,1인가구,1533,1189,1005,1184,1143
고성군,계,계,4897,3825,3067,2515,2102
고성군,계,1인가구,1126,939,874,935,966
남해군,계,계,4274,3379,3063,2620,2538
남해군,계,1인가구,987,879,913,1043,1225
하동군,계,계,4513,3357,2707,2476,2237
하동군,계,1인가구,1081,870,789,890,895
산청군,계,계,3750,2917,2237,2124,1807
산청군,계,1인가구,919,789,668,782,792
함양군,계,계,3814,2755,2356,2228,1988
함양군,계,1인가구,919,683,777,908,938
거창군,계,계,5338,3913,3154,2803,2659
거창군,계,1인가구,1139,948,960,1097,1218
합천군,계,계,4658,3610,2915,2926,2530
합천군,계,1인가구,1192,1007,993,1280,1277
제주특별자치도,계,계,41767,26264,21604,15788,13462
제주특별자치도,계,1인가구,8328,5358,4328,3583,3572
읍부,계,계,11105,7101,6218,4966,4718
읍부,계,1인가구,2202,1372,1109,1086,1315
면부,계,계,3007,1968,1668,1346,1277
면부,계,1인가구,607,371,345,310,386
동부,계,계,27655,17195,13718,9476,7467
동부,계,1인가구,5519,3615,2874,2187,1871
제주시,계,계,28944,17817,14298,10274,8820
제주시,계,1인가구,5632,3662,2868,2369,2366
서귀포시,계,계,12823,8447,7306,5514,4642
서귀포시,계,1인가구,2696,1696,1460,1214,1206
