행정구역,인구 수,고령자 수,독거 노인 수,설치대수,고령인구구성비율,독거노인구성비율,무인행정공급비율,행정수요비율,고령인구구성비율(정규화),독거노인구성비율(정규화),무인행정공급비율(정규화),행정수요비율(정규화),디지털과잉지수,무인행정수급불균형지수
인천광역시 옹진군,19192,6140,1643,9,0.31992496873697374,0.08560858691121301,0.0004689453939141309,0.00037046225957231954,0.6307821821997466,0.5168143112660994,0.610712815568183,0.008777078483210353,0.19909070394345607,-0.6019357370849727
광주광역시 동구,111289,24244,5949,21,0.21784722659022904,0.05345541787598056,0.00018869789467063232,0.002148206252894116,0.3413039942622539,0.26619766877478485,0.21381596354593177,0.08448585408199503,0.019426105601561564,-0.12933010946393675
광주광역시 서구,278639,49259,12288,34,0.17678429796259676,0.044100072136348464,0.00012202168397101626,0.0053785553118472045,0.2248552766422525,0.1932777853243271,0.119386653015469,0.22205671520077863,0.005188487814942535,0.10267006218530964
광주광역시 남구,208707,43249,10087,28,0.20722352388755527,0.048330913673235686,0.00013415937175082773,0.004028661255135478,0.3111766604979978,0.22625491736769127,0.13657649443649952,0.16456878296439514,0.009615702181350307,0.02799228852789562
광주광역시 북구,433089,76941,20507,50,0.17765632468153197,0.04735054457628801,0.00011544971126027214,0.0083598962867818,0.22732822235129405,0.21861346805331605,0.11007918269901087,0.3490230701442871,0.005470606361676953,0.2389438874452762
광주광역시 광산구,412447,45213,11162,46,0.10962135741077035,0.027062871108287853,0.00011152948136366611,0.00796144474644771,0.03439057867169418,0.06048197554198806,0.10452720842853025,0.3320542161543621,0.00021741765323823994,0.22752700772583184
대전광역시 동구,229875,47183,12602,21,0.20525502990755845,0.054821098423056006,9.135399673735726e-05,0.004437266148352801,0.30559428711951775,0.27684241340473753,0.07595394244820561,0.18197003774875375,0.006425814421509539,0.10601609530054815
대전광역시 중구,220497,50176,12628,13,0.22755865159163163,0.0572706204619564,5.895771824559971e-05,0.004256243062157031,0.36884423616587575,0.295935118961226,0.03007313714102667,0.17426080837575134,0.003282602096016145,0.14418767123472467
대전광역시 서구,462226,72648,15852,43,0.15716986928472218,0.034294912012738356,9.302808582814467e-05,0.008922326406475353,0.16923150252959793,0.11685184091504619,0.07832484920716656,0.37297527916979045,0.0015488748808579426,0.2946504299626239
대전광역시 유성구,384024,43224,8651,32,0.11255546528341978,0.022527237880965775,8.332812532550049e-05,0.007412796934660298,0.04271129788359316,0.02512915636083867,0.06458740712960283,0.30868895421483905,6.932159192103992e-05,0.24410154708523624
대전광역시 대덕구,170471,33386,8554,17,0.1958456277020725,0.05017862275694986,9.972370667151598e-05,0.0032905935729237645,0.2789105395881174,0.24065681493348753,0.08780743457275315,0.1331366978389825,0.005893786222466393,0.04532926326622934
울산광역시 중구,203766,40186,9980,21,0.19721641490729563,0.04897774898658265,0.00010305939165513382,0.0039332853680707205,0.2827979002200311,0.2312966504017882,0.09253155476261969,0.16050701048284208,0.006052508156750322,0.06797545572022239
울산광역시 남구,305176,48828,11026,36,0.1599994757123758,0.03612997090203686,0.00011796471544289197,0.005890797755692069,0.17725587027154815,0.1311551370257932,0.11364102444817596,0.2438715818963816,0.0026419285766925028,0.13023055744820566
울산광역시 동구,158268,26210,5522,23,0.1656051760305305,0.034890186266333056,0.00014532312280435717,0.0030550396466231694,0.19315285169074187,0.1214916832470401,0.15238701071895203,0.12310516381906902,0.0035759844650531435,-0.029281846899883
울산광역시 북구,215421,23953,4841,27,0.11119157370915556,0.022472275219221894,0.00012533597003077694,0.004158261276538591,0.03884349229583199,0.024700752002514193,0.1240804672595608,0.17008805850399186,0.00011905067568984219,0.04600759124443106
울산광역시 울주군,224264,39621,9074,39,0.17667124460457317,0.04046124210751614,0.0001739021867085221,0.004328957283280881,0.22453467314404943,0.16491506426802185,0.1928617358384446,0.17735748858988015,0.007141506155641345,-0.015504247248564446
세종특별자치시,390156,42123,8326,49,0.10796450650509028,0.021340181875967562,0.00012559078932529552,0.007531162637854205,0.029691981428336584,0.015876693871190506,0.12444135174952758,0.313729793894435,5.8662959795009415e-05,0.18928844214490742
경기도 수원시,1224979,160665,35882,83,0.13115735045253837,0.029291930718812323,6.775626357676335e-05,0.02364571114363487,0.09546364034074356,0.07785629515852414,0.04253396178260441,1.0,0.0003161313468627461,0.9574660382173956
경기도 성남시,900867,153908,33231,63,0.17084430887134283,0.036887798087842046,6.993263156492578e-05,0.01738939268414635,0.2080102990561226,0.13706199195157126,0.04561621445452975,0.7335621933735811,0.0013005322296985972,0.6879459789190513
경기도 의정부시,456516,82264,19282,36,0.180199598699717,0.042237292887872493,7.885813421654444e-05,0.008812106549130732,0.2345405914606571,0.17875842393746072,0.05825684073917582,0.3682813465914322,0.0024424825079530773,0.3100245058522564
경기도 안양시,545800,92682,17636,36,0.16980945401245878,0.032312202271894463,6.59582264565775e-05,0.010535551337774698,0.20507559553478674,0.10139768590654197,0.039987515249638686,0.44167768220021303,0.0008315080226439415,0.40169016695057436
경기도 부천시,794082,136740,30349,48,0.17219884092574822,0.038218974866575495,6.0447157850196834e-05,0.015328126928183965,0.21185156235570496,0.14743779828291656,0.03218253648245747,0.6457790777203435,0.001005219207200371,0.613596541237886
경기도 광명시,272371,47335,9392,40,0.1737886926288041,0.03448237881419094,0.00014685851283726976,0.005257564407147366,0.21636015923893476,0.11831304370681922,0.1545614867529375,0.21690407607623405,0.0039565003288423075,0.06234258932329656
경기도 평택시,615755,77592,17752,47,0.12601115703485966,0.028829648155516398,7.632905944734513e-05,0.011885889362388163,0.08086975616975638,0.0742530514543483,0.05467507170596867,0.49918452169566874,0.0003283143012064792,0.44450944998970005
경기도 동두천시,89466,20700,6090,9,0.2313728120179733,0.06807055194151969,0.00010059687479042318,0.0017269579259533733,0.379660661230735,0.380114770540159,0.08904404749032051,0.06654615344144997,0.012850358333342665,-0.022497894048870537
경기도 안산시,701551,88648,20571,51,0.12636002229346122,0.029322173298876347,7.269606913823799e-05,0.013542005453585887,0.0818590892091681,0.07809201978857898,0.04952989674096702,0.5697135303634139,0.0003166219260734382,0.5201836336224469
경기도 고양시,1044968,173594,35529,54,0.16612374733006177,0.03400008421310509,5.167622357813828e-05,0.020170967406250916,0.19462344730686457,0.11455381694185007,0.01976081564187489,0.8520211037893435,0.0004405645936267513,0.8322602881474686
경기도 과천시,81213,12064,1753,16,0.14854764631278244,0.021585214189846453,0.0001970127935182791,0.001567650661038286,0.144780085115584,0.017786588841074043,0.22559183018675072,0.05976173565350063,0.0005809314132869655,-0.1658300945332501
경기도 구리시,182102,31491,6532,17,0.17293055540301588,0.03587000691919913,9.335427397831984e-05,0.0035151062105376477,0.2139266021882139,0.1291288577350623,0.07878680890465167,0.14269801654631784,0.002176414512933199,0.06391120764166616
경기도 남양주시,718385,121155,23357,60,0.1686491226849113,0.03251320670671019,8.352067484705276e-05,0.013866951351753896,0.201785058312454,0.10296440726219382,0.0648601028687933,0.5835519998947769,0.001347577532250686,0.5186918970259836
경기도 오산시,254071,28029,6344,22,0.11031955634448638,0.02496939831779306,8.658996894568841e-05,0.004904320380981596,0.03637057311417952,0.044164482192395584,0.06920695045518517,0.20186047429270407,0.00011116626141056772,0.13265352383751888
경기도 시흥시,571982,61079,13953,40,0.10678482889321692,0.02439412429062453,6.993227059592785e-05,0.011040941233570993,0.026346580851738705,0.039680530857973365,0.04561570323691194,0.46320071946231045,4.76887688318767e-05,0.4175850162253985
경기도 군포시,258110,44216,9754,17,0.17130680717523536,0.0377900894967262,6.586339157723451e-05,0.004982285005117309,0.20932187950568334,0.1440948677217798,0.039853206593273335,0.20518075339673014,0.0012020607282000428,0.1653275468034568
경기도 의왕시,151306,26529,4377,18,0.17533343026714077,0.028928132393956616,0.00011896421820681268,0.002920652493062181,0.22074081894966488,0.0750206830725305,0.11505655715286923,0.11738201870338949,0.0019053512008886501,0.0023254615505202553
경기도 하남시,320872,48386,9027,35,0.15079533271834253,0.028132713356104615,0.00010907776309556459,0.006193776894200152,0.1511542091317471,0.06882081989818199,0.10105499452731193,0.2567745531310421,0.001051230300637564,0.15571955860373016
경기도 용인시,1077481,165193,26890,57,0.1533140723595126,0.024956356539001617,5.2901164846526295e-05,0.02079856429273877,0.1582970021822054,0.0440628285479525,0.021495622677255157,0.8787485696247485,0.00014993226195043235,0.8572529469474933
경기도 파주시,510689,77574,15669,44,0.15190066752955322,0.030682078525286427,8.615811188414084e-05,0.009857805381342658,0.15428878393213324,0.08869174890317513,0.06859533854530375,0.41281451814439224,0.000938668358891254,0.3442191795990885
경기도 이천시,230189,36842,7596,37,0.16005108845340132,0.032998970411270735,0.00016073748093957575,0.004443327275359142,0.17740223678037118,0.10675067382110458,0.17421739363521907,0.18222816293782632,0.003299295605571975,0.008010769302607246
경기도 안성시,215739,37594,8329,29,0.17425685666476623,0.038606835110944246,0.00013442168546252647,0.004164399615353931,0.21768780691155862,0.150460960077421,0.13694799279668665,0.17034947191203353,0.0044855283314454595,0.03340147911534688
경기도 김포시,499536,71851,13516,22,0.14383547932481341,0.027057108997149356,4.4040869927292527e-05,0.009642519554904033,0.13141703914445355,0.06043706298778199,0.008947345989950476,0.40364614160386164,7.10639364900289e-05,0.3946987956139112
경기도 화성시,1004079,97892,19382,87,0.09749432066600337,0.01930326199432515,8.664656864649096e-05,0.019381688991721293,0.0,0.0,0.06928710904048772,0.8184081074326902,0.0,0.7491209983922025
경기도 광주시,402335,65113,10986,38,0.16183777200591548,0.02730560353933911,9.444865597077062e-05,0.007766253293300812,0.18246902123624206,0.06237394416340643,0.0803367130746659,0.323741598600534,0.0009143372401110606,0.2434048855258681
경기도 양주시,293000,46123,10185,31,0.15741638225255972,0.03476109215017065,0.00010580204778156996,0.00565576500910221,0.16993057879962473,0.12048546411129783,0.0964158055969732,0.23386224335450942,0.0019740330789801523,0.13744643775753623
경기도 포천시,157166,33440,7997,31,0.21276866497843044,0.050882506394512805,0.00019724367865823396,0.0030337677932442252,0.3269019044256768,0.2461432089420314,0.2259188182436439,0.12219925949308816,0.018178486266446352,-0.10371955875055575
경기도 여주시,117477,28124,6136,20,0.23940005277628812,0.052231500634166685,0.00017024609072414175,0.0022676529214139944,0.4024247923722177,0.25665789278895557,0.18768383776331873,0.08957272882715805,0.01938501887821287,-0.09811110893616068
경기도 연천군,40386,12479,3406,16,0.3089932154707077,0.08433615609369584,0.0003961768929827168,0.0007795690295481293,0.5997812601579048,0.5068963980756702,0.5076553787524412,0.026199706690867956,0.15434092173653574,-0.4814556720615732
경기도 가평군,60384,17803,4581,12,0.29482975622681507,0.07586446740858506,0.0001987281399046105,0.0011655894686335422,0.5596156723360809,0.4408641456352453,0.22802116705041758,0.04263915742677135,0.05625612485917547,-0.18538200962364623
경기도 양평군,121622,35827,8085,25,0.2945766390949006,0.0664764598510138,0.00020555491605137228,0.0023476636584881536,0.5588978675811795,0.36768968089792875,0.23768949939744816,0.0929801457338647,0.048845424725662924,-0.14470935366358345
강원특별자치도 춘천시,291783,58020,14262,33,0.19884640297755524,0.04887879005973617,0.00011309774729850608,0.005632273316214575,0.2874203182223823,0.2305253188430348,0.10674824452823471,0.2328618027331676,0.0070728889449421005,0.12611355820493286
강원특별자치도 원주시,365720,64810,16567,26,0.17721207481133108,0.04529968281745598,7.109263917751286e-05,0.00705947569668553,0.22606839190527628,0.20262810475525006,0.047259060049942625,0.29364206421233996,0.0021648340339448925,0.24638300416239733
강원특별자치도 강릉시,212352,51262,13555,32,0.24140106992163954,0.0638326928872815,0.0001506931886678722,0.004099020516084889,0.40809939689506725,0.3470829407270292,0.15999229619744756,0.16756517249996708,0.022662003005304063,0.007572876302519516
강원특별자치도 동해시,85673,20703,5844,10,0.24165139542212832,0.06821285585890537,0.0001167228881911454,0.0016537418280710365,0.40880928497401653,0.3812239529647431,0.11188230285992225,0.06342809980402214,0.017436621011034707,-0.048454203055900105
강원특별자치도 태백시,37590,11353,3549,8,0.3020218143123171,0.09441340782122905,0.00021282255919127428,0.0007255979750585396,0.5800113423259144,0.5854431500529567,0.24798220385202724,0.02390124163148272,0.08420574656952658,-0.22408096222054452
강원특별자치도 속초시,79758,18635,5396,19,0.23364427392863413,0.06765465533238045,0.0002382206173675368,0.00153956486551527,0.3861022092512805,0.376873080376064,0.2839518712526203,0.05856564600349866,0.04131827093149436,-0.2253862252491216
강원특별자치도 삼척시,62953,17782,5221,13,0.2824646958842311,0.08293488793226693,0.0002065032643400632,0.0012151787529624965,0.5245500920594006,0.49597426715095555,0.23903258524627166,0.04475101605966145,0.06218751753760639,-0.19428156918661021
강원특별자치도 홍천군,65719,20885,5634,26,0.31779241923948937,0.08572863251114594,0.0003956237922062113,0.0012685707188846013,0.6247345703380801,0.5177500020892366,0.5068720570184786,0.0470248194767786,0.163950972857939,-0.4598472375417
강원특별자치도 횡성군,45947,15628,3907,26,0.3401310205236468,0.0850327551309117,0.0005658693712320718,0.0008869127470075743,0.6880837166338504,0.5123260125462819,0.7479801295917149,0.030771153112628073,0.26368033897745013,-0.7172089764790868
강원특별자치도 영월군,35449,12314,3749,18,0.34737228130553754,0.10575756720923016,0.0005077717283985443,0.0006842703542923695,0.7086189185832737,0.6738647651849474,0.6657001034976905,0.02214122242828394,0.3178806673288745,-0.6435588810694065
강원특별자치도 평창군,39016,13177,3775,12,0.3377332376460939,0.09675517736313308,0.00030756612671724423,0.0007531239849663203,0.6812839400335439,0.6036959829055231,0.3821615410519021,0.02507349169395888,0.15717860028301325,-0.3570880493579432
강원특별자치도 정선군,32503,10914,3298,15,0.33578438913331077,0.101467556840907,0.0004614958619204381,0.0006274038569653555,0.6757572784501192,0.6404264439549634,0.6001625134055695,0.0197194491575583,0.25973402987526995,-0.5804430642480112
강원특별자치도 철원군,40069,10734,2703,17,0.2678878933839127,0.06745863385659737,0.00042426813746287653,0.0007734499936850391,0.483212320621933,0.3753451985034213,0.5474392359988373,0.025939115337568555,0.09928983400727488,-0.5215001206612687
